,promotion_last_5years,Work_accident,satisfaction_level,average_montly_hours,last_evaluation,number_project,department,department_id,time_spend_company,left
13243,0,1,0.95,267,0.7,4,technical,9,3,0
13244,0,0,0.77,169,0.88,2,technical,9,3,0
13245,0,0,0.83,255,0.95,3,technical,9,3,0
13246,0,0,0.87,211,0.54,4,technical,9,3,0
13247,0,0,0.69,198,0.49,3,technical,9,4,0
13248,0,0,0.67,246,0.58,3,technical,9,3,0
13249,0,0,0.55,146,0.49,3,technical,9,2,0
13250,0,0,0.55,134,0.82,4,technical,9,6,0
13251,0,0,0.42,156,0.59,3,technical,9,2,0
13252,0,0,0.28,124,0.51,3,technical,9,3,0
13253,0,0,0.55,207,0.65,3,technical,9,3,0
13254,0,0,0.64,231,0.71,3,technical,9,4,0
13255,0,0,0.67,193,0.55,5,technical,9,3,0
13256,0,1,0.53,223,0.92,4,technical,9,3,0
13257,0,0,0.77,189,0.59,5,technical,9,5,0
13258,0,0,0.57,138,0.82,5,technical,9,3,0
13259,0,0,0.64,268,0.97,4,technical,9,2,0
13260,0,0,0.35,186,1.0,6,technical,9,2,0
13261,0,1,0.66,136,0.71,3,technical,9,3,0
13262,0,0,0.59,245,0.84,4,technical,9,3,0
13263,0,0,0.49,184,0.93,4,technical,9,3,0
13264,0,0,0.91,152,0.99,5,technical,9,3,0
13265,0,0,0.12,194,0.6,2,technical,9,4,0
13266,0,0,0.59,261,0.9,4,technical,9,4,0
13267,0,0,0.5,220,0.74,3,technical,9,3,0
13268,0,1,0.88,144,0.72,2,technical,9,4,0
13269,1,0,0.73,195,0.66,6,technical,9,3,0
13270,0,0,0.69,237,0.74,4,technical,9,3,0
13271,0,0,0.59,170,0.57,2,technical,9,3,0
13272,0,0,1.0,150,0.85,3,technical,9,3,0
13273,0,0,0.61,100,0.75,2,technical,9,4,0
13274,0,0,0.98,226,0.42,5,technical,9,3,0
13275,0,0,0.59,222,0.71,5,technical,9,3,0
13276,0,0,0.22,182,0.69,4,technical,9,6,0
13277,0,0,0.71,150,0.95,3,technical,9,2,0
13278,0,0,0.86,244,0.53,4,technical,9,3,0
13279,0,0,0.65,271,0.59,5,technical,9,3,0
13280,0,0,0.93,167,0.67,5,technical,9,3,0
13281,0,0,0.92,172,0.55,3,technical,9,2,0
13282,0,0,0.96,237,0.51,3,technical,9,4,0
13283,0,1,0.73,155,0.87,4,technical,9,3,0
13284,1,0,0.85,243,0.79,3,technical,9,2,0
13285,0,0,0.82,237,0.84,3,technical,9,2,0
13286,0,0,0.55,197,0.62,5,technical,9,2,0
13287,0,0,0.44,136,0.36,2,technical,9,3,0
13288,0,1,0.92,184,0.88,3,technical,9,3,0
13289,0,0,0.57,159,0.56,2,technical,9,3,0
13290,0,0,0.73,133,0.86,4,technical,9,3,0
13291,0,0,0.82,198,0.92,5,technical,9,3,0
13292,0,0,0.54,260,0.75,3,technical,9,2,0
13293,0,0,0.64,154,0.95,3,technical,9,4,0
13294,0,0,0.99,185,0.76,4,technical,9,5,0
13295,0,0,0.19,193,0.92,5,technical,9,6,0
13296,0,0,0.51,140,0.58,4,technical,9,3,0
13297,0,1,0.2,123,0.72,5,technical,9,2,0
13298,0,0,0.93,170,0.6,5,technical,9,2,0
13299,0,1,0.73,236,0.88,4,technical,9,3,0
13300,0,1,0.71,189,0.97,3,technical,9,3,0
13301,0,0,0.7,209,0.63,3,technical,9,3,0
13302,0,0,0.33,166,0.94,4,technical,9,6,0
13303,0,0,0.93,183,0.94,3,technical,9,2,0
13304,0,0,0.64,181,0.65,3,technical,9,2,0
13305,0,0,0.27,239,0.45,3,technical,9,4,0
13306,0,0,0.99,158,0.99,3,technical,9,2,0
13307,0,0,0.81,187,0.62,3,technical,9,3,0
13308,0,0,0.6,236,0.91,4,technical,9,3,0
13309,0,0,0.32,162,0.4,6,technical,9,5,0
13310,0,1,0.48,163,0.68,4,technical,9,2,0
13311,0,0,0.53,101,0.95,2,technical,9,5,0
13312,0,0,0.67,265,0.92,4,technical,9,4,0
13313,0,0,0.5,175,0.38,5,technical,9,4,0
13314,0,0,0.86,220,0.58,4,technical,9,5,0
13315,0,0,0.94,198,0.69,2,technical,9,3,0
13316,0,1,0.92,196,0.68,4,technical,9,3,0
13317,0,0,0.92,218,0.78,3,technical,9,3,0
13318,0,0,0.71,167,0.98,5,technical,9,3,0
13319,0,0,0.69,264,0.83,4,technical,9,3,0
13320,0,0,0.26,284,0.51,2,technical,9,2,0
13321,0,0,0.21,218,0.78,4,technical,9,6,0
13322,0,0,0.36,192,0.42,2,technical,9,2,0
13323,0,1,0.81,255,0.92,5,technical,9,4,0
13324,0,0,0.54,251,0.88,3,technical,9,2,0
13325,0,0,0.63,248,0.87,5,technical,9,2,0
13326,0,0,0.36,100,0.71,3,technical,9,3,0
13327,0,1,0.62,150,0.64,5,technical,9,3,0
13328,0,0,0.72,147,0.67,4,technical,9,2,0
13329,0,0,0.55,164,0.66,3,technical,9,2,0
13330,0,0,0.89,203,0.95,5,technical,9,3,0
13331,0,0,0.84,195,0.5,5,technical,9,3,0
13332,0,0,0.5,264,0.7,5,technical,9,2,0
13333,0,0,0.7,256,0.51,3,technical,9,3,0
13334,0,0,0.79,268,0.83,5,technical,9,3,0
13335,0,1,0.19,243,0.72,6,technical,9,6,0
13336,0,1,0.89,136,0.5,4,technical,9,2,0
13337,0,0,0.36,136,0.6,2,technical,9,6,0
13338,0,0,0.62,165,0.66,5,technical,9,3,0
13339,0,0,0.84,166,0.93,6,technical,9,4,0
13340,0,0,0.65,267,0.87,4,technical,9,2,0
13341,0,0,0.84,190,0.53,5,technical,9,3,0
13342,0,0,0.33,114,0.82,2,technical,9,5,0
13343,0,0,0.79,191,0.58,4,technical,9,6,0
13344,0,0,0.94,176,0.7,3,technical,9,3,0
13345,0,0,0.41,171,0.47,6,technical,9,2,0
13346,0,1,0.62,180,0.72,2,technical,9,2,0
13347,0,1,0.56,269,0.68,3,technical,9,3,0
13348,0,0,0.96,231,0.75,3,technical,9,3,0
13349,0,0,0.58,249,0.64,2,technical,9,2,0
13350,0,0,0.66,228,0.75,3,technical,9,2,0
13351,0,0,0.56,264,0.75,2,technical,9,2,0
13352,0,1,0.56,210,0.93,4,technical,9,3,0
13353,0,0,0.67,256,0.91,3,technical,9,3,0
13354,0,0,0.72,137,0.71,5,technical,9,3,0
13355,0,0,0.59,272,0.79,4,technical,9,3,0
13356,0,0,0.83,139,0.67,4,technical,9,3,0
13357,0,0,0.57,159,0.75,3,technical,9,2,0
13358,0,0,0.98,254,0.92,3,technical,9,3,0
13359,0,0,0.76,149,0.76,4,technical,9,3,0
13360,1,0,0.53,143,0.76,5,technical,9,4,0
13361,1,0,0.58,157,0.88,3,technical,9,4,0
13362,0,0,0.45,268,0.55,5,technical,9,2,0
13363,0,0,0.86,183,0.87,4,technical,9,3,0
13364,0,0,0.95,238,0.81,4,technical,9,2,0
13365,0,0,0.51,214,0.84,4,technical,9,2,0
13366,0,0,0.35,244,0.41,6,technical,9,3,0
13367,0,0,0.99,221,0.57,3,technical,9,3,0
13368,0,1,0.73,200,0.49,4,technical,9,2,0
13369,0,0,0.44,226,0.48,2,technical,9,3,0
13370,0,1,0.43,121,0.74,4,technical,9,5,0
13371,0,0,0.85,229,0.41,2,technical,9,6,0
13372,0,0,0.52,176,0.9,5,technical,9,3,0
13373,0,0,0.9,133,0.95,3,technical,9,4,0
13374,0,0,0.67,147,0.91,3,technical,9,3,0
13375,0,0,0.42,160,0.4,3,technical,9,2,0
13376,0,1,0.86,237,0.77,5,technical,9,3,0
13377,0,1,0.52,162,0.68,3,technical,9,4,0
13378,0,1,0.95,138,0.64,3,technical,9,4,0
13379,0,1,0.63,228,0.94,2,technical,9,2,0
13380,0,1,1.0,151,0.54,3,technical,9,2,0
13381,0,1,0.54,169,0.58,3,technical,9,2,0
13382,0,0,0.9,147,0.7,3,technical,9,4,0
13383,0,0,0.49,205,0.99,6,technical,9,5,0
13384,0,0,0.81,140,0.6,3,technical,9,2,0
13385,0,0,0.5,150,0.66,4,technical,9,4,0
13386,0,0,0.4,128,0.36,4,technical,9,4,0
13387,0,0,0.36,114,0.44,4,technical,9,4,0
13388,0,0,0.3,104,0.48,2,technical,9,2,0
13389,0,0,0.84,273,0.71,4,technical,9,3,0
13390,0,0,0.7,229,0.48,4,technical,9,2,0
13391,0,0,0.79,222,0.95,3,technical,9,4,0
13392,0,0,0.99,200,0.67,3,technical,9,2,0
13393,0,0,0.52,134,0.77,4,technical,9,4,0
13394,0,0,0.71,219,0.97,3,technical,9,3,0
13395,0,0,0.21,197,0.58,5,technical,9,4,0
13396,0,0,0.4,283,0.62,3,technical,9,5,0
13397,0,0,0.74,149,0.75,4,technical,9,3,0
13398,0,0,0.79,161,0.6,4,technical,9,3,0
13399,0,0,0.88,264,0.58,5,technical,9,3,0
13400,0,0,0.89,137,0.93,4,technical,9,2,0
13401,0,0,0.98,247,0.9,4,technical,9,2,0
13402,0,0,0.56,250,0.55,3,technical,9,4,0
13403,0,0,0.86,136,0.89,4,technical,9,4,0
13404,0,1,0.9,233,0.62,3,technical,9,5,0
13405,0,0,0.88,188,0.53,3,technical,9,3,0
13406,0,0,0.79,212,0.9,5,technical,9,5,0
13407,0,0,0.96,230,0.66,3,technical,9,3,0
13408,0,0,0.3,178,0.55,6,technical,9,2,0
13409,0,0,0.59,226,0.9,4,technical,9,2,0
13410,0,0,0.72,202,0.55,4,technical,9,3,0
13411,0,0,0.59,191,0.87,4,technical,9,2,0
13412,0,0,0.93,150,0.68,2,technical,9,3,0
13413,0,0,0.49,235,0.86,5,technical,9,5,0
13414,0,0,0.73,258,0.95,3,technical,9,3,0
13415,0,0,0.53,247,0.6,5,technical,9,3,0
13416,0,0,0.98,150,1.0,5,technical,9,3,0
13417,0,0,0.65,277,0.4,2,technical,9,2,0
13418,0,1,0.44,240,0.97,4,technical,9,5,0
13419,0,0,1.0,216,0.71,4,technical,9,2,0
13420,0,0,0.79,173,0.86,4,technical,9,4,0
13421,0,0,0.61,181,0.47,4,technical,9,5,0
13422,0,1,0.36,114,0.4,4,technical,9,4,0
13423,0,0,0.15,267,0.91,5,technical,9,4,0
13424,0,0,0.61,216,0.5,4,technical,9,2,0
13425,0,0,0.59,265,0.94,4,technical,9,3,0
13426,0,1,0.58,272,0.77,5,technical,9,2,0
13427,0,0,0.49,229,0.92,4,technical,9,2,0
13428,0,1,0.92,174,0.96,5,technical,9,3,0
13429,0,0,0.72,264,0.92,3,technical,9,3,0
13430,0,0,0.77,221,0.85,5,technical,9,5,0
13431,0,0,0.7,257,0.79,6,technical,9,4,0
13432,0,0,0.9,236,0.62,5,technical,9,6,0
13433,0,0,0.14,160,0.74,6,technical,9,5,0
13434,0,0,0.59,169,1.0,4,technical,9,2,0
13435,0,0,0.55,179,0.5,4,technical,9,3,0
13436,0,0,0.97,168,0.92,3,technical,9,3,0
13437,0,0,0.91,158,0.57,3,technical,9,3,0
13438,0,1,0.48,180,0.63,3,technical,9,2,0
13439,0,0,0.53,227,0.71,4,technical,9,3,0
13440,0,0,0.84,139,0.67,3,technical,9,2,0
13441,0,0,0.31,120,0.69,3,technical,9,3,0
13442,0,1,0.81,255,0.62,4,technical,9,4,0
13443,0,0,0.78,273,0.95,5,technical,9,2,0
13444,0,0,0.64,272,0.68,3,technical,9,3,0
13445,0,0,0.41,231,0.77,4,technical,9,6,0
13446,0,0,0.87,231,0.57,4,technical,9,4,0
13447,0,0,0.57,167,0.54,4,technical,9,3,0
13448,0,0,0.68,139,0.5,3,technical,9,3,0
13449,0,0,0.97,208,0.61,3,technical,9,3,0
13450,0,0,0.43,169,0.46,4,technical,9,5,0
13451,0,0,0.68,187,0.57,5,technical,9,4,0
13452,0,0,0.69,238,0.86,4,technical,9,3,0
13453,0,0,0.91,139,0.66,4,technical,9,3,0
13454,0,0,0.42,284,0.37,2,technical,9,3,0
13455,0,1,0.8,255,0.99,4,technical,9,5,0
13456,0,0,0.79,230,0.57,5,technical,9,2,0
13457,0,0,1.0,272,0.94,3,technical,9,3,0
13458,0,0,0.63,155,0.75,4,technical,9,3,0
13459,0,0,0.61,163,0.51,6,technical,9,6,0
13460,0,0,0.78,260,0.98,4,technical,9,3,0
13461,0,0,0.56,237,0.76,3,technical,9,3,0
13462,0,0,0.17,273,0.94,5,technical,9,4,0
13463,0,0,0.8,166,0.89,2,technical,9,3,0
13464,0,0,0.76,188,0.58,4,technical,9,3,0
13465,0,0,0.7,139,0.73,2,technical,9,2,0
13466,0,0,0.85,236,0.88,5,technical,9,4,0
13467,0,1,0.66,156,0.61,3,technical,9,3,0
13468,0,0,0.94,221,0.97,2,technical,9,2,0
13469,0,0,0.54,278,0.64,6,technical,9,2,0
13470,0,0,0.78,129,0.47,4,technical,9,2,0
13471,0,0,0.64,213,0.85,3,technical,9,4,0
13472,0,0,0.68,146,0.56,3,technical,9,3,0
13473,0,0,0.92,159,0.84,4,technical,9,3,0
13474,0,0,0.72,198,0.73,3,technical,9,2,0
13475,0,0,0.78,251,0.74,6,technical,9,4,0
13476,0,0,0.62,259,0.67,5,technical,9,3,0
13477,0,0,0.61,103,0.41,3,technical,9,2,0
13478,0,0,0.87,236,0.81,5,technical,9,3,0
13479,0,0,0.86,237,0.56,5,technical,9,3,0
13480,0,0,0.85,178,0.6,5,technical,9,2,0
13481,0,0,0.49,194,0.83,4,technical,9,3,0
13482,0,0,0.52,245,0.73,4,technical,9,4,0
13483,0,0,0.96,193,0.77,3,technical,9,3,0
13484,0,0,0.86,254,0.85,3,technical,9,3,0
13485,0,0,0.35,281,0.59,3,technical,9,2,0
13486,0,0,0.99,229,0.97,5,technical,9,2,0
13487,0,0,0.52,112,0.92,4,technical,9,2,0
13488,0,0,0.75,243,0.91,4,technical,9,3,0
13489,0,0,0.67,151,0.66,3,technical,9,3,0
13490,0,0,0.49,216,0.37,4,technical,9,4,0
13491,0,0,0.74,239,0.84,3,technical,9,3,0
13492,0,0,0.72,145,0.55,4,technical,9,3,0
13493,0,0,0.27,193,0.39,4,technical,9,4,0
13494,0,0,0.98,160,0.6,4,technical,9,3,0
13495,0,0,0.8,206,0.55,3,technical,9,2,0
13496,0,0,0.65,111,0.76,3,technical,9,5,0
13497,0,0,0.75,241,0.78,3,technical,9,3,0
13498,0,0,0.69,207,0.79,3,technical,9,3,0
13499,0,0,0.91,197,0.76,3,technical,9,3,0
13500,0,0,0.78,200,0.63,5,technical,9,2,0
13501,0,0,0.71,242,0.68,4,technical,9,4,0
13502,0,0,0.79,180,0.96,4,technical,9,3,0
13503,0,0,0.86,173,0.72,4,technical,9,3,0
13504,0,0,0.87,224,0.82,3,technical,9,3,0
13505,0,0,0.76,183,0.99,2,technical,9,2,0
13506,0,0,0.72,181,0.98,3,technical,9,4,0
13507,0,0,0.56,266,0.58,5,technical,9,3,0
13508,0,0,0.84,151,0.68,4,technical,9,2,0
13509,0,0,0.88,226,0.67,4,technical,9,2,0
13510,0,0,0.75,212,0.56,2,technical,9,2,0
13511,0,0,0.59,270,0.79,3,technical,9,3,0
13512,0,0,0.63,243,0.53,4,technical,9,2,0
13513,0,1,0.77,162,0.68,5,technical,9,4,0
13514,0,0,0.82,232,0.6,5,technical,9,2,0
13515,0,0,0.6,187,0.85,5,technical,9,4,0
13516,0,0,0.83,259,0.72,3,technical,9,2,0
13517,0,0,0.67,209,0.6,4,technical,9,2,0
13518,0,0,0.84,97,0.56,5,technical,9,6,0
13519,0,0,0.68,139,0.79,5,technical,9,4,0
13520,0,1,0.74,258,0.92,4,technical,9,3,0
13521,0,0,0.76,240,0.65,4,technical,9,3,0
13522,0,0,0.78,155,0.5,4,technical,9,4,0
13523,0,0,0.42,209,0.91,3,technical,9,2,0
13524,0,1,0.88,235,0.54,3,technical,9,2,0
13525,0,0,0.91,139,0.81,4,technical,9,2,0
13526,0,0,0.55,230,0.59,4,technical,9,3,0
13527,0,1,0.7,240,0.73,4,technical,9,2,0
13528,0,0,0.37,134,0.59,3,technical,9,3,0
13529,0,0,0.16,196,0.56,6,technical,9,3,0
13530,0,0,0.69,240,0.97,5,technical,9,4,0
13531,0,1,0.96,233,0.47,2,technical,9,5,0
13532,0,0,0.62,267,0.91,5,technical,9,3,0
13533,0,0,0.94,211,0.45,2,technical,9,3,0
13534,0,0,0.67,260,0.83,3,technical,9,3,0
13535,0,0,0.89,113,0.57,3,technical,9,3,0
13536,0,0,0.59,270,0.59,4,technical,9,2,0
13537,0,0,0.9,139,0.92,3,technical,9,3,0
13538,0,0,0.86,243,0.65,4,technical,9,2,0
13539,0,0,0.92,145,0.49,5,technical,9,3,0
13540,0,1,0.5,137,0.52,5,technical,9,3,0
13541,0,0,0.69,228,0.93,3,technical,9,4,0
13542,0,0,0.52,232,0.51,2,technical,9,4,0
13543,0,0,0.32,143,0.5,2,technical,9,3,0
13544,0,0,0.88,190,0.99,3,technical,9,5,0
13545,0,1,0.6,196,0.87,3,technical,9,3,0
13546,0,0,0.72,213,0.8,3,technical,9,3,0
13547,0,0,0.65,200,0.9,3,technical,9,3,0
13548,0,0,0.82,166,0.78,5,technical,9,2,0
13549,0,0,0.67,258,0.92,5,technical,9,3,0
13550,0,0,0.44,104,0.87,5,technical,9,4,0
13551,0,0,0.77,272,0.75,3,technical,9,3,0
13552,0,1,0.41,167,0.96,5,technical,9,3,0
13553,0,0,0.59,180,0.67,3,technical,9,2,0
13554,0,1,0.57,189,0.61,2,technical,9,2,0
13555,0,0,0.72,132,0.83,3,technical,9,2,0
13556,0,0,0.74,140,0.93,5,technical,9,3,0
13557,0,0,0.53,206,0.79,3,technical,9,3,0
13558,0,0,0.99,229,0.92,4,technical,9,2,0
13559,0,0,0.75,272,0.85,4,technical,9,4,0
13560,0,0,0.86,164,0.78,4,technical,9,2,0
13561,0,0,0.93,145,0.86,4,technical,9,3,0
13562,0,0,0.81,212,0.95,3,technical,9,3,0
13563,0,1,0.49,254,0.67,3,technical,9,2,0
13564,0,0,0.97,260,0.72,5,technical,9,4,0
13565,0,0,0.62,201,0.89,3,technical,9,3,0
13566,0,0,0.81,258,0.73,4,technical,9,2,0
13567,0,0,0.79,114,0.36,3,technical,9,3,0
13568,0,0,0.57,143,0.52,3,technical,9,2,0
13569,0,0,0.91,259,0.82,4,technical,9,3,0
13570,0,0,0.9,239,0.97,4,technical,9,4,0
13571,0,1,0.66,266,0.83,4,technical,9,3,0
13572,0,0,0.99,133,0.62,5,technical,9,3,0
13573,0,0,0.86,275,0.95,5,technical,9,2,0
13574,0,0,0.96,189,0.95,5,technical,9,2,0
13575,0,0,1.0,171,0.63,5,technical,9,3,0
13576,0,0,0.46,140,0.38,6,technical,9,3,0
13577,0,0,0.19,116,0.85,6,technical,9,3,0
13578,0,1,0.73,145,0.6,3,technical,9,6,0
13579,0,1,0.63,167,0.5,4,technical,9,3,0
13580,0,0,0.68,227,0.89,4,technical,9,3,0
13581,0,0,0.75,181,0.85,4,technical,9,3,0
13582,0,0,0.17,192,0.93,6,technical,9,4,0
13583,0,0,0.92,270,0.83,5,technical,9,3,0
13584,0,0,0.81,187,0.59,4,technical,9,2,0
13585,0,0,0.65,260,0.54,4,technical,9,3,0
13586,0,0,0.4,264,0.86,2,technical,9,5,0
13587,0,0,0.52,182,0.53,5,technical,9,2,0
13588,0,0,0.52,233,0.68,4,technical,9,2,0
13589,0,0,0.68,230,0.49,3,technical,9,3,0
13590,0,0,0.72,170,0.61,5,technical,9,3,0
13591,0,0,0.78,258,0.72,4,technical,9,3,0
13592,0,0,0.54,164,0.9,3,technical,9,3,0
13593,0,0,0.18,249,0.46,4,technical,9,4,0
13594,0,0,0.51,235,0.5,2,technical,9,2,0
13595,0,0,0.63,206,0.86,6,technical,9,6,0
13596,0,0,0.77,163,0.9,4,technical,9,3,0
13597,0,0,0.55,273,0.72,4,technical,9,3,0
13598,0,0,0.42,176,0.91,2,technical,9,3,0
13599,0,1,0.57,159,0.49,3,technical,9,4,0
13600,0,0,0.58,124,0.91,3,technical,9,2,0
13601,0,0,0.83,273,0.86,3,technical,9,3,0
13602,0,0,0.9,186,0.57,4,technical,9,4,0
13603,0,0,0.89,252,0.66,4,technical,9,3,0
13604,0,0,0.99,154,0.92,3,technical,9,3,0
13605,0,0,0.89,238,0.5,4,technical,9,3,0
13606,0,1,0.79,151,0.5,4,technical,9,3,0
13607,0,0,0.64,231,0.41,3,technical,9,6,0
13608,0,0,0.22,174,0.57,5,technical,9,6,0
13609,0,0,0.94,278,0.6,5,technical,9,2,0
13610,0,1,0.56,270,0.97,3,technical,9,3,0
13611,0,0,0.65,190,0.95,3,technical,9,3,0
13612,0,0,0.65,270,0.75,4,technical,9,2,0
13613,0,0,0.9,226,0.64,5,technical,9,2,0
13614,0,0,0.13,227,0.49,6,technical,9,4,0
13615,0,0,0.34,158,0.62,4,technical,9,2,0
13616,0,0,0.68,158,0.51,5,technical,9,3,0
13617,0,0,0.56,238,0.77,5,technical,9,4,0
13618,0,0,0.72,242,0.71,3,technical,9,2,0
13619,0,0,0.76,250,0.55,4,technical,9,3,0
13620,0,0,0.87,175,0.57,4,technical,9,2,0
13621,0,1,0.97,270,0.63,3,technical,9,4,0
13622,0,0,0.8,171,0.62,3,technical,9,3,0
13623,0,1,0.67,175,0.81,5,technical,9,6,0
13624,0,0,0.6,145,0.97,5,technical,9,2,0
13625,0,0,0.88,170,0.5,3,technical,9,3,0
13626,0,0,0.95,188,0.49,3,technical,9,3,0
13627,0,0,0.48,229,0.56,3,technical,9,3,0
13628,0,0,0.53,271,0.77,2,technical,9,2,0
13629,0,0,0.57,177,0.96,4,technical,9,2,0
13630,0,0,0.76,162,0.78,3,technical,9,3,0
13631,0,0,0.69,167,0.91,3,technical,9,2,0
13632,0,0,0.69,217,0.81,5,technical,9,2,0
13633,0,0,0.75,159,0.58,3,technical,9,3,0
13634,0,0,0.47,191,0.47,4,technical,9,3,0
13635,0,0,0.88,125,1.0,3,technical,9,3,0
13636,0,1,0.49,210,0.43,5,technical,9,4,0
13637,0,0,0.92,241,0.67,4,technical,9,3,0
13638,0,1,0.24,145,0.48,4,technical,9,3,0
13639,0,0,0.69,237,1.0,5,technical,9,3,0
13640,0,0,0.81,213,0.57,4,technical,9,4,0
13641,0,0,0.8,125,0.5,4,technical,9,3,0
13642,0,1,0.97,210,0.96,5,technical,9,6,0
13643,0,0,0.67,136,0.64,4,technical,9,3,0
13644,0,1,0.73,226,0.89,3,technical,9,3,0
13645,0,0,0.74,113,0.54,6,technical,9,3,0
13646,0,0,0.79,238,0.74,3,technical,9,2,0
13647,0,0,0.87,217,0.94,3,technical,9,3,0
13648,0,0,0.49,145,0.57,4,technical,9,2,0
13649,0,1,0.3,128,0.44,5,technical,9,4,0
13650,0,0,0.85,177,0.89,4,technical,9,3,0
13651,0,0,0.61,256,0.97,4,technical,9,4,0
13652,0,1,0.68,182,0.55,3,technical,9,3,0
13653,0,0,0.67,226,0.67,4,technical,9,2,0
13654,0,0,0.63,168,0.73,5,technical,9,3,0
13655,0,0,0.63,145,0.94,4,technical,9,3,0
13656,0,0,0.85,232,0.87,6,technical,9,6,0
13657,0,0,0.82,150,0.66,4,technical,9,3,0
13658,0,0,0.44,188,0.39,2,technical,9,3,0
13659,0,0,0.65,167,0.59,3,technical,9,2,0
13660,0,0,0.71,107,0.41,5,technical,9,4,0
13661,0,0,0.56,216,0.66,5,technical,9,2,0
13662,0,0,0.84,152,0.62,4,technical,9,3,0
13663,0,0,0.59,122,0.49,5,technical,9,5,0
13664,0,0,0.88,138,0.62,4,technical,9,3,0
13665,0,0,0.8,182,0.52,3,technical,9,2,0
13666,0,0,0.53,205,0.63,3,technical,9,2,0
13667,0,0,0.53,267,0.83,3,technical,9,4,0
13668,0,0,0.3,150,0.67,3,technical,9,2,0
13669,0,0,0.91,134,0.7,4,technical,9,2,0
13670,0,1,0.32,116,0.66,5,technical,9,5,0
13671,0,0,0.97,173,0.95,4,technical,9,2,0
13672,0,0,0.7,261,1.0,4,technical,9,3,0
13673,0,0,0.26,178,0.73,4,technical,9,6,0
13674,0,0,0.92,194,0.78,3,technical,9,3,0
13675,0,0,0.33,163,0.61,2,technical,9,3,0
13676,0,0,0.3,232,0.86,6,technical,9,3,0
13677,0,0,0.75,268,0.63,4,technical,9,3,0
13678,0,0,0.8,209,0.98,3,technical,9,3,0
13679,0,0,0.98,238,0.53,5,technical,9,3,0
13680,0,0,0.72,155,0.48,3,technical,9,2,0
13681,0,0,0.82,270,0.52,5,technical,9,3,0
13682,0,1,0.91,134,0.59,3,technical,9,2,0
13683,0,1,0.84,221,0.78,3,technical,9,3,0
13684,0,0,0.95,258,0.74,4,technical,9,3,0
13685,0,0,0.53,272,0.51,6,technical,9,5,0
13686,0,0,0.89,167,0.75,3,technical,9,2,0
13687,0,0,0.63,101,0.87,2,technical,9,3,0
13688,0,0,0.64,266,0.66,5,technical,9,3,0
13689,0,0,0.52,174,0.74,4,technical,9,3,0
13690,0,0,0.78,202,0.63,3,technical,9,2,0
13691,0,0,0.66,160,0.96,4,technical,9,2,0
13692,0,0,0.72,211,0.73,5,technical,9,2,0
13693,0,1,0.57,236,0.98,3,technical,9,3,0
13694,0,0,0.5,236,0.49,4,technical,9,3,0
13695,0,1,0.72,252,0.62,4,technical,9,2,0
13696,0,1,0.41,155,0.48,3,technical,9,2,0
13697,0,0,0.55,138,0.65,5,technical,9,2,0
13698,0,1,0.49,195,0.94,4,technical,9,3,0
13699,0,0,0.8,150,0.94,3,technical,9,3,0
13700,0,0,0.78,172,0.51,3,technical,9,3,0
13701,0,0,0.71,221,0.71,4,technical,9,3,0
13702,0,0,0.49,141,0.6,4,technical,9,3,0
13703,0,0,0.72,135,0.71,3,technical,9,3,0
13704,0,0,0.93,218,0.87,4,technical,9,4,0
13705,0,0,0.13,244,0.72,3,technical,9,4,0
13706,0,0,0.71,100,0.43,2,technical,9,6,0
13707,0,0,0.7,173,0.9,3,technical,9,2,0
13708,0,1,0.32,197,0.87,2,technical,9,2,0
13709,0,0,0.84,256,0.72,3,technical,9,4,0
13710,0,0,0.79,253,0.87,4,technical,9,2,0
13711,0,0,0.97,152,0.64,4,technical,9,2,0
13712,0,0,0.76,136,0.58,5,technical,9,3,0
13713,0,0,0.97,141,0.63,3,technical,9,3,0
13714,0,1,0.53,212,0.4,5,technical,9,3,0
13715,0,0,0.61,144,0.57,4,technical,9,3,0
13716,0,0,0.98,214,0.49,4,technical,9,3,0
13717,0,0,0.83,210,0.91,4,technical,9,4,0
13718,0,0,0.64,146,0.89,4,technical,9,3,0
13719,0,0,0.62,170,0.54,4,technical,9,3,0
13720,0,0,0.59,267,0.48,5,technical,9,3,0
13721,0,0,0.73,208,0.79,4,technical,9,5,0
13722,0,0,0.84,206,0.53,4,technical,9,3,0
13723,0,0,0.61,247,0.59,4,technical,9,2,0
13724,0,0,0.79,228,0.78,2,technical,9,2,0
13725,0,1,0.73,248,0.91,4,technical,9,2,0
13726,0,0,0.22,209,0.9,4,technical,9,5,0
13727,0,0,0.84,171,0.52,5,technical,9,3,0
13728,0,0,0.21,221,0.85,6,technical,9,5,0
13729,0,0,0.44,173,0.69,2,technical,9,2,0
13730,0,0,0.2,218,0.52,5,technical,9,5,0
13731,0,1,0.64,185,0.72,3,technical,9,2,0
13732,0,0,0.69,182,0.59,5,technical,9,4,0
13733,0,0,0.93,270,0.71,5,technical,9,2,0
13734,0,0,0.69,260,0.61,4,technical,9,4,0
13735,0,0,0.96,158,0.61,4,technical,9,6,0
13736,0,0,0.69,190,0.64,4,technical,9,4,0
13737,0,0,0.92,191,0.77,5,technical,9,2,0
13738,0,1,0.91,117,0.43,4,technical,9,5,0
13739,0,0,0.85,240,0.96,4,technical,9,6,0
